DateTime,Number of sales,Sales USD,Average USD,Active market wallets,Unique buyers
2022-07-26,6.0,647241.47,107873.58,10.0,4.0
2022-07-27,6.0,629202.74,104867.12,9.0,6.0
2022-07-28,11.0,806909.02,73355.37,18.0,10.0
2022-07-29,7.0,782423.58,111774.8,13.0,7.0
2022-07-30,3.0,386235.08,128745.03,5.0,2.0
2022-07-31,5.0,1002963.72,200592.74,9.0,5.0
2022-08-01,35.0,2628795.19,75108.43,29.0,14.0
2022-08-02,254.0,6487149.55,25539.96,10.0,6.0
2022-08-03,14.0,1762244.54,125874.61,22.0,12.0
2022-08-04,8.0,1247828.18,155978.52,14.0,7.0
2022-08-05,11.0,881172.65,80106.6,15.0,9.0
2022-08-06,13.0,2169341.53,166872.43,18.0,7.0
2022-08-07,10.0,1114327.09,111432.71,18.0,9.0
2022-08-08,4.0,599840.41,149960.1,8.0,4.0
2022-08-09,45.0,2110295.61,46895.46,17.0,8.0
2022-08-10,15.0,2229622.99,148641.53,26.0,14.0
2022-08-11,7.0,1435454.84,205064.98,12.0,7.0
2022-08-12,10.0,1751738.49,175173.85,18.0,10.0
2022-08-13,5.0,1424542.91,284908.58,7.0,3.0
2022-08-14,8.0,915774.84,114471.85,14.0,8.0
2022-08-15,7.0,1048324.12,149760.59,13.0,6.0
2022-08-16,3.0,414111.12,138037.04,6.0,3.0
2022-08-17,8.0,1195088.23,149386.03,11.0,7.0
2022-08-18,15.0,5835975.0,389065.0,11.0,6.0
2022-08-19,7.0,384988.38,54998.34,12.0,7.0
2022-08-20,7.0,512325.79,73189.4,11.0,7.0
2022-08-21,13.0,834057.13,64158.24,17.0,12.0
2022-08-22,14.0,932419.72,66601.41,15.0,10.0
2022-08-23,6.0,570979.3,95163.22,11.0,6.0
2022-08-24,10.0,800247.57,80024.76,14.0,7.0
2022-08-25,9.0,786767.53,87418.61,14.0,6.0
2022-08-26,19.0,5033988.17,264946.75,13.0,7.0
2022-08-27,3.0,361943.19,120647.73,6.0,3.0
2022-08-28,1.0,104110.65,104110.65,2.0,1.0
2022-08-29,6.0,377397.65,62899.61,8.0,4.0
2022-08-30,184.0,5827094.14,31668.99,12.0,8.0
2022-08-31,20.0,724077.48,36203.87,13.0,7.0
2022-09-01,4.0,165316.05,41329.01,7.0,4.0
2022-09-03,3.0,385980.98,128660.33,5.0,3.0
2022-09-04,18.0,620698.6,34483.26,5.0,2.0
2022-09-05,3.0,382713.92,127571.31,4.0,2.0
2022-09-06,10.0,713878.72,71387.87,13.0,7.0
2022-09-07,9.0,873151.17,97016.8,12.0,7.0
2022-09-08,5.0,335083.71,67016.74,9.0,5.0
2022-09-09,6.0,666578.45,111096.41,8.0,4.0
2022-09-10,3.0,175426.52,58475.51,5.0,3.0
2022-09-11,6.0,563695.64,93949.27,11.0,6.0
2022-09-12,5.0,219503.76,43900.75,9.0,5.0
2022-09-13,5.0,868033.13,173606.63,10.0,5.0
2022-09-14,13.0,1307238.39,100556.8,19.0,10.0
2022-09-15,12.0,1233947.76,102828.98,19.0,10.0
2022-09-16,4.0,439993.16,109998.29,7.0,4.0
2022-09-17,4.0,406561.24,101640.31,7.0,4.0
2022-09-18,6.0,281271.7,46878.62,9.0,4.0
2022-09-19,7.0,483218.18,69031.17,11.0,7.0
2022-09-20,2.0,183347.68,91673.84,4.0,2.0
2022-09-21,7.0,591443.82,84491.97,9.0,4.0
2022-09-22,6.0,716231.74,119371.96,8.0,4.0
2022-09-23,3.0,275396.83,91798.94,6.0,3.0
2022-09-24,12.0,1696233.16,141352.76,17.0,10.0
2022-09-25,1.0,101304.33,101304.33,2.0,1.0
2022-09-26,4.0,298692.14,74673.04,6.0,3.0
2022-09-27,15.0,1512318.83,100821.26,17.0,10.0
2022-09-28,155.0,9638575.12,62184.36,27.0,14.0
2022-09-29,85.0,2949170.7,34696.13,20.0,13.0
2022-09-30,8.0,759664.31,94958.04,10.0,6.0
2022-10-01,27.0,2589401.95,95903.78,19.0,11.0
2022-10-02,5.0,107332.67,21466.53,5.0,3.0
2022-10-03,6.0,507312.47,84552.08,8.0,6.0
2022-10-04,7.0,637308.3,91044.04,12.0,7.0
2022-10-05,14.0,1337133.0,95509.5,16.0,9.0
2022-10-06,7.0,890408.73,127201.25,13.0,6.0
2022-10-07,5.0,515333.55,103066.71,10.0,5.0
2022-10-08,5.0,468788.37,93757.67,10.0,5.0
2022-10-09,2.0,187207.37,93603.68,4.0,2.0
2022-10-11,3.0,566986.53,188995.51,6.0,3.0
2022-10-12,5.0,405888.86,81177.77,10.0,5.0
2022-10-13,7.0,416059.16,59437.02,13.0,7.0
2022-10-14,10.0,926036.39,92603.64,17.0,8.0
2022-10-15,5.0,419459.88,83891.98,8.0,3.0
2022-10-16,4.0,358855.46,89713.86,8.0,4.0
2022-10-17,11.0,967613.6,87964.87,17.0,9.0
2022-10-18,5.0,744716.74,148943.35,9.0,5.0
2022-10-19,4.0,294404.08,73601.02,7.0,4.0
2022-10-20,7.0,587075.78,83867.97,9.0,6.0
2022-10-21,10.0,905001.12,90500.11,17.0,9.0
2022-10-22,13.0,1021427.9,78571.38,15.0,9.0
2022-10-23,9.0,853218.96,94802.11,15.0,9.0
2022-10-24,8.0,818028.25,102253.53,13.0,7.0
2022-10-25,7.0,601675.74,85953.68,12.0,7.0
2022-10-26,37.0,2375275.15,64196.63,22.0,14.0
2022-10-27,227.0,6753655.89,29751.79,22.0,13.0
2022-10-28,9.0,710215.66,78912.85,15.0,9.0
2022-10-29,8.0,691210.47,86401.31,12.0,5.0
2022-10-30,3.0,364563.29,121521.1,6.0,3.0
2022-10-31,9.0,721956.14,80217.35,14.0,7.0
2022-11-01,29.0,2769724.48,95507.74,26.0,15.0
2022-11-02,6.0,707376.35,117896.06,9.0,5.0
2022-11-03,8.0,1301010.82,162626.35,12.0,6.0
2022-11-04,16.0,1521900.03,95118.75,18.0,11.0
2022-11-05,2.0,155164.57,77582.28,4.0,2.0
2022-11-06,1.0,123218.54,123218.54,2.0,1.0
2022-11-07,8.0,697822.67,87227.83,12.0,7.0
2022-11-08,15.0,1515606.18,101040.41,17.0,10.0
2022-11-09,14.0,1119577.44,79969.82,21.0,11.0
2022-11-10,17.0,1322088.51,77769.91,30.0,16.0
2022-11-11,6.0,548623.19,91437.2,11.0,5.0
2022-11-12,12.0,727226.07,60602.17,15.0,10.0
2022-11-14,14.0,1167504.08,83393.15,23.0,12.0
2022-11-15,19.0,1518209.39,79905.76,30.0,17.0
2022-11-16,9.0,774880.46,86097.83,16.0,8.0
2022-11-17,9.0,475390.88,52821.21,15.0,7.0
2022-11-18,15.0,1129017.4,75267.83,19.0,11.0
2022-11-19,5.0,374206.33,74841.27,10.0,5.0
2022-11-20,8.0,661644.66,82705.58,9.0,5.0
2022-11-21,8.0,540528.0,67566.0,13.0,6.0
2022-11-22,15.0,1065081.18,71005.41,22.0,12.0
2022-11-23,10.0,1152274.11,115227.41,11.0,7.0
2022-11-24,75.0,2545398.71,33938.65,18.0,6.0
2022-11-25,49.0,1616499.19,32989.78,12.0,6.0
2022-11-26,8.0,486504.39,60813.05,13.0,8.0
2022-11-27,3.0,260126.97,86708.99,5.0,3.0
2022-11-28,6.0,495608.83,82601.47,11.0,5.0
2022-11-29,17.0,1092284.66,64252.04,20.0,11.0
2022-11-30,9.0,685675.54,76186.17,14.0,7.0
2022-12-01,3.0,335294.11,111764.7,6.0,3.0
2022-12-02,9.0,849131.96,94348.0,11.0,6.0
2022-12-03,7.0,630812.07,90116.01,14.0,7.0
2022-12-04,2.0,178559.89,89279.95,4.0,2.0
2022-12-05,3.0,202885.71,67628.57,6.0,3.0
2022-12-06,17.0,1343362.73,79021.34,21.0,12.0
2022-12-07,12.0,770512.36,64209.36,18.0,12.0
2022-12-08,9.0,709530.05,78836.67,10.0,5.0
2022-12-09,2.0,90293.26,45146.63,4.0,2.0
2022-12-10,5.0,407335.87,81467.17,9.0,5.0
2022-12-11,10.0,579884.68,57988.47,15.0,8.0
2022-12-12,7.0,418328.05,59761.15,12.0,6.0
2022-12-13,11.0,950714.21,86428.56,15.0,9.0
